plot;variable;value
Niklfeld:1979:IX:33;date;01.01.79
Niklfeld:1979:IX:33;ibex;no
Niklfeld:1979:IX:33;rupi;no
Niklfeld:1979:IX:33;soil;shallow
Niklfeld:1979:IX:33;rock.type;precipice
Niklfeld:1979:IX:33;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:33;location.verbose;Steiermark, bei Deutschfeistritz, Tabelle 9, Niklfeld 1979, Aufnahme 33
Niklfeld:1979:IX:33;longitude;15.332889E
Niklfeld:1979:IX:33;latitude;47.213265N
Niklfeld:1979:IX:34;cov;15
Niklfeld:1979:IX:34;tcov;0
Niklfeld:1979:IX:34;scov;0
Niklfeld:1979:IX:34;hcov;15
Niklfeld:1979:IX:34;mcov;0
Niklfeld:1979:IX:34;htl;0
Niklfeld:1979:IX:34;hsl;0
Niklfeld:1979:IX:34;hhl1;0
Niklfeld:1979:IX:34;hhl2;0
Niklfeld:1979:IX:34;expo;E
Niklfeld:1979:IX:34;slope;15
Niklfeld:1979:IX:34;plsx;1
Niklfeld:1979:IX:34;plsy;85
Niklfeld:1979:IX:34;date;01.01.79
Niklfeld:1979:IX:34;ibex;no
Niklfeld:1979:IX:34;rupi;no
Niklfeld:1979:IX:34;soil;shallow
Niklfeld:1979:IX:34;rock.type;precipice
Niklfeld:1979:IX:34;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:34;location.verbose;Steiermark, bei Deutschfeistritz, Tabelle 9, Niklfeld 1979, Aufnahme 34
Niklfeld:1979:IX:34;longitude;15.332889E
Niklfeld:1979:IX:34;latitude;47.213265N
Niklfeld:1979:IX:35;cov;30
Niklfeld:1979:IX:35;tcov;0
Niklfeld:1979:IX:35;scov;0
Niklfeld:1979:IX:35;hcov;30
Niklfeld:1979:IX:35;mcov;0
Niklfeld:1979:IX:35;htl;0
Niklfeld:1979:IX:35;hsl;0
Niklfeld:1979:IX:35;hhl1;0
Niklfeld:1979:IX:35;hhl2;0
Niklfeld:1979:IX:35;expo;NE
Niklfeld:1979:IX:35;slope;30
Niklfeld:1979:IX:35;plsx;1
Niklfeld:1979:IX:35;plsy;100
Niklfeld:1979:IX:35;date;01.01.79
Niklfeld:1979:IX:35;ibex;no
Niklfeld:1979:IX:35;rupi;no
Niklfeld:1979:IX:35;soil;shallow
Niklfeld:1979:IX:35;rock.type;precipice
Niklfeld:1979:IX:35;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:35;location.verbose;Steiermark, Jungfernsprung bei Graz-Göstling, Tabelle 9, Niklfeld 1979, Aufnahme 35
Niklfeld:1979:IX:35;longitude;15.382819E
Niklfeld:1979:IX:35;latitude;47.104744N
Niklfeld:1979:IX:36;cov;30
Niklfeld:1979:IX:36;tcov;0
Niklfeld:1979:IX:36;scov;0
Niklfeld:1979:IX:36;hcov;30
Niklfeld:1979:IX:36;mcov;0
Niklfeld:1979:IX:36;htl;0
Niklfeld:1979:IX:36;hsl;0
Niklfeld:1979:IX:36;hhl1;0
Niklfeld:1979:IX:36;hhl2;0
Niklfeld:1979:IX:36;expo;SW
Niklfeld:1979:IX:36;slope;30
Niklfeld:1979:IX:36;plsx;1
Niklfeld:1979:IX:36;plsy;90
Niklfeld:1979:IX:36;date;01.01.79
Niklfeld:1979:IX:36;ibex;no
Niklfeld:1979:IX:36;rupi;no
Niklfeld:1979:IX:36;soil;shallow
Niklfeld:1979:IX:36;rock.type;precipice
Niklfeld:1979:IX:36;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:36;location.verbose;Steiermark, Jungfernsprung bei Graz-Göstling, Tabelle 9, Niklfeld 1979, Aufnahme 36
Niklfeld:1979:IX:36;longitude;15.382819E
Niklfeld:1979:IX:36;latitude;47.104744N
Niklfeld:1979:IX:11;cov;60
Niklfeld:1979:IX:11;tcov;0
Niklfeld:1979:IX:11;scov;0
Niklfeld:1979:IX:11;hcov;60
Niklfeld:1979:IX:11;mcov;0
Niklfeld:1979:IX:11;htl;0
Niklfeld:1979:IX:11;hsl;0
Niklfeld:1979:IX:11;hhl1;0,5
Niklfeld:1979:IX:11;hhl2;0
Niklfeld:1979:IX:11;expo;SW
Niklfeld:1979:IX:11;slope;25
Niklfeld:1979:IX:11;plsx;1
Niklfeld:1979:IX:11;plsy;1,5
Niklfeld:1979:IX:11;date;01.01.79
Niklfeld:1979:IX:11;ibex;no
Niklfeld:1979:IX:11;rupi;no
Niklfeld:1979:IX:11;soil;shallow
Niklfeld:1979:IX:11;rock.type;precipice
Niklfeld:1979:IX:11;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:11;location.verbose;Steiermark, Gradenbachtal, Weg zum Ahornsee, Tabelle 9, Niklfeld 1979, Aufnahme 11
Niklfeld:1979:IX:11;longitude;13.791728E
Niklfeld:1979:IX:11;latitude;47.465500N
Niklfeld:1979:IX:12;cov;30
Niklfeld:1979:IX:12;tcov;0
Niklfeld:1979:IX:12;scov;0
Niklfeld:1979:IX:12;hcov;30
Niklfeld:1979:IX:12;mcov;0
Niklfeld:1979:IX:12;htl;0
Niklfeld:1979:IX:12;hsl;0
Niklfeld:1979:IX:12;hhl1;0,5
Niklfeld:1979:IX:12;hhl2;0
Niklfeld:1979:IX:12;expo;SE
Niklfeld:1979:IX:12;slope;55
Niklfeld:1979:IX:12;plsx;1
Niklfeld:1979:IX:12;plsy;15
Niklfeld:1979:IX:12;date;01.01.79
Niklfeld:1979:IX:12;ibex;no
Niklfeld:1979:IX:12;rupi;no
Niklfeld:1979:IX:12;soil;shallow
Niklfeld:1979:IX:12;rock.type;precipice
Niklfeld:1979:IX:12;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:12;location.verbose;Steiermark, Altausseer See, Tabelle 9, Niklfeld 1979, Aufnahme 12
Niklfeld:1979:IX:12;longitude;13.786722E
Niklfeld:1979:IX:12;latitude;47.646084N
Niklfeld:1979:IX:13;cov;40
Niklfeld:1979:IX:13;tcov;0
Niklfeld:1979:IX:13;scov;0
Niklfeld:1979:IX:13;hcov;40
Niklfeld:1979:IX:13;mcov;0
Niklfeld:1979:IX:13;htl;0
Niklfeld:1979:IX:13;hsl;0
Niklfeld:1979:IX:13;hhl1;0,5
Niklfeld:1979:IX:13;hhl2;0
Niklfeld:1979:IX:13;expo;S
Niklfeld:1979:IX:13;slope;45
Niklfeld:1979:IX:13;plsx;1
Niklfeld:1979:IX:13;plsy;40
Niklfeld:1979:IX:13;date;01.01.79
Niklfeld:1979:IX:13;ibex;no
Niklfeld:1979:IX:13;rupi;no
Niklfeld:1979:IX:13;soil;shallow
Niklfeld:1979:IX:13;rock.type;precipice
Niklfeld:1979:IX:13;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:13;location.verbose;Steiermark, Altausseer See, Tabelle 9, Niklfeld 1979, Aufnahme 13
Niklfeld:1979:IX:13;longitude;13.786722E
Niklfeld:1979:IX:13;latitude;47.646084N
Niklfeld:1979:IX:14;cov;75
Niklfeld:1979:IX:14;tcov;0
Niklfeld:1979:IX:14;scov;0
Niklfeld:1979:IX:14;hcov;75
Niklfeld:1979:IX:14;mcov;0
Niklfeld:1979:IX:14;htl;0
Niklfeld:1979:IX:14;hsl;0
Niklfeld:1979:IX:14;hhl1;0,5
Niklfeld:1979:IX:14;hhl2;0
Niklfeld:1979:IX:14;expo;SW
Niklfeld:1979:IX:14;slope;35
Niklfeld:1979:IX:14;plsx;1
Niklfeld:1979:IX:14;plsy;30
Niklfeld:1979:IX:14;date;01.01.79
Niklfeld:1979:IX:14;ibex;no
Niklfeld:1979:IX:14;rupi;no
Niklfeld:1979:IX:14;soil;shallow
Niklfeld:1979:IX:14;rock.type;precipice
Niklfeld:1979:IX:14;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:14;location.verbose;Steiermark, Leopoldsteiner See bei Eisenerz, Tabelle 9, Niklfeld 1979, Aufnahme 14
Niklfeld:1979:IX:14;longitude;14.851487E
Niklfeld:1979:IX:14;latitude;47.578035N
Niklfeld:1979:IX:15;cov;50
Niklfeld:1979:IX:15;tcov;0
Niklfeld:1979:IX:15;scov;0
Niklfeld:1979:IX:15;hcov;50
Niklfeld:1979:IX:15;mcov;0
Niklfeld:1979:IX:15;htl;0
Niklfeld:1979:IX:15;hsl;0
Niklfeld:1979:IX:15;hhl1;0,5
Niklfeld:1979:IX:15;hhl2;0
Niklfeld:1979:IX:15;expo;S
Niklfeld:1979:IX:15;slope;40
Niklfeld:1979:IX:15;plsx;1
Niklfeld:1979:IX:15;plsy;50
Niklfeld:1979:IX:15;date;01.01.79
Niklfeld:1979:IX:15;ibex;no
Niklfeld:1979:IX:15;rupi;no
Niklfeld:1979:IX:15;soil;shallow
Niklfeld:1979:IX:15;rock.type;precipice
Niklfeld:1979:IX:15;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:15;location.verbose;Steiermark, Leopoldsteiner See bei Eisenerz, Tabelle 9, Niklfeld 1979, Aufnahme 15
Niklfeld:1979:IX:15;longitude;14.851487E
Niklfeld:1979:IX:15;latitude;47.578035N
Niklfeld:1979:IX:16;cov;20
Niklfeld:1979:IX:16;tcov;0
Niklfeld:1979:IX:16;scov;0
Niklfeld:1979:IX:16;hcov;20
Niklfeld:1979:IX:16;mcov;0
Niklfeld:1979:IX:16;htl;0
Niklfeld:1979:IX:16;hsl;0
Niklfeld:1979:IX:16;hhl1;0,5
Niklfeld:1979:IX:16;hhl2;0
Niklfeld:1979:IX:16;expo;S
Niklfeld:1979:IX:16;slope;45
Niklfeld:1979:IX:16;plsx;1
Niklfeld:1979:IX:16;plsy;5
Niklfeld:1979:IX:16;date;01.01.79
Niklfeld:1979:IX:16;ibex;no
Niklfeld:1979:IX:16;rupi;no
Niklfeld:1979:IX:16;soil;shallow
Niklfeld:1979:IX:16;rock.type;precipice
Niklfeld:1979:IX:16;rock.soil.verbose;unbekannt
Niklfeld:1979:IX:16;location.verbose;Steiermark, Leopoldsteiner See bei Eisenerz, Tabelle 9, Niklfeld 1979, Aufnahme 16
Niklfeld:1979:IX:16;longitude;14.851487E
Niklfeld:1979:IX:16;latitude;47.578035N
Karrer:1985:I:7;cov;5
Karrer:1985:I:7;tcov;0
Karrer:1985:I:7;scov;0
Karrer:1985:I:7;hcov;5
Karrer:1985:I:7;mcov;0
Karrer:1985:I:7;htl;0
Karrer:1985:I:7;hsl;0
Karrer:1985:I:7;hhl1;0,5
Karrer:1985:I:7;hhl2;0
Karrer:1985:I:7;expo;S
Karrer:1985:I:7;slope;70
Karrer:1985:I:7;plsx;1
Karrer:1985:I:7;plsy;5
Karrer:1985:I:7;date;16.05.84
Karrer:1985:I:7;ibex;no
Karrer:1985:I:7;rupi;no
Karrer:1985:I:7;soil;shallow
Karrer:1985:I:7;rock.type;precipice
Karrer:1985:I:7;rock.soil.verbose;unbekannt
Karrer:1985:I:7;location.verbose;Niederösterreich, Kalenderberg, Tabelle 1, Karrer 1985, Aufnahme 7
Karrer:1985:I:7;longitude;16.268420E
Karrer:1985:I:7;latitude;48.082930N
Karrer:1985:I:8;cov;3
Karrer:1985:I:8;tcov;0
Karrer:1985:I:8;scov;0
Karrer:1985:I:8;hcov;3
Karrer:1985:I:8;mcov;0
Karrer:1985:I:8;htl;0
Karrer:1985:I:8;hsl;0
Karrer:1985:I:8;hhl1;0,5
Karrer:1985:I:8;hhl2;0
Karrer:1985:I:8;expo;S
Karrer:1985:I:8;slope;50
Karrer:1985:I:8;plsx;1
Karrer:1985:I:8;plsy;6
Karrer:1985:I:8;date;16.05.84
Karrer:1985:I:8;ibex;no
Karrer:1985:I:8;rupi;no
Karrer:1985:I:8;soil;shallow
Karrer:1985:I:8;rock.type;precipice
Karrer:1985:I:8;rock.soil.verbose;unbekannt
Karrer:1985:I:8;location.verbose;Niederösterreich, Kalenderberg, Tabelle 1, Karrer 1985, Aufnahme 8
Karrer:1985:I:8;longitude;16.268420E
Karrer:1985:I:8;latitude;48.082930N
Karrer:1985:I:9;cov;60
Karrer:1985:I:9;tcov;0
Karrer:1985:I:9;scov;0
Karrer:1985:I:9;hcov;60
Karrer:1985:I:9;mcov;0
Karrer:1985:I:9;htl;0
Karrer:1985:I:9;hsl;0
Karrer:1985:I:9;hhl1;0,5
Karrer:1985:I:9;hhl2;0
Karrer:1985:I:9;expo;NE
Karrer:1985:I:9;slope;30
Karrer:1985:I:9;plsx;1
Karrer:1985:I:9;plsy;5
Karrer:1985:I:9;date;16.05.84
Karrer:1985:I:9;ibex;no
Karrer:1985:I:9;rupi;no
Karrer:1985:I:9;soil;shallow
Karrer:1985:I:9;rock.type;precipice
Karrer:1985:I:9;rock.soil.verbose;unbekannt
Karrer:1985:I:9;location.verbose;Niederösterreich, Kalenderberg, Tabelle 1, Karrer 1985, Aufnahme 9
Karrer:1985:I:9;longitude;16.268420E
Karrer:1985:I:9;latitude;48.082930N
Karrer:1985:I:10;cov;3
Karrer:1985:I:10;tcov;0
Karrer:1985:I:10;scov;0
Karrer:1985:I:10;hcov;3
Karrer:1985:I:10;mcov;0
Karrer:1985:I:10;htl;0
Karrer:1985:I:10;hsl;0
Karrer:1985:I:10;hhl1;0,5
Karrer:1985:I:10;hhl2;0
Karrer:1985:I:10;expo;NE
Karrer:1985:I:10;slope;90
Karrer:1985:I:10;plsx;1
Karrer:1985:I:10;plsy;10
Karrer:1985:I:10;date;16.05.84
Karrer:1985:I:10;ibex;no
Karrer:1985:I:10;rupi;no
Karrer:1985:I:10;soil;shallow
Karrer:1985:I:10;rock.type;precipice
Karrer:1985:I:10;rock.soil.verbose;unbekannt
Karrer:1985:I:10;location.verbose;Niederösterreich, Kalenderberg, Tabelle 1, Karrer 1985, Aufnahme 10
Karrer:1985:I:10;longitude;16.268420E
Karrer:1985:I:10;latitude;48.082930N
